,Unnamed: 0,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
693,50237,78xn3_CKYmSrexTXkbdDbA,Jerry Bob's Family Restaurant,8300 N Thornydale Rd,Tucson,AZ,85741,32.3562737798,-111.0463929176,3.0,71,1,"{'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'none'"", 'WiFi': ""u'no'"", 'NoiseLevel': ""'average'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}"", 'Caters': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': None, 'lot': None, 'valet': False}"", 'HasTV': 'True', 'BikeParking': 'False', 'RestaurantsDelivery': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': None, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'OutdoorSeating': 'True', 'RestaurantsTableService': 'True'}","Restaurants, Breakfast & Brunch","{'Monday': '5:30-14:0', 'Tuesday': '5:30-14:0', 'Wednesday': '5:30-14:0', 'Thursday': '5:30-14:0', 'Friday': '5:30-14:0', 'Saturday': '5:30-14:0', 'Sunday': '5:30-14:0'}"
694,55994,FosMoRf6vWCVt5BRoZELQA,AJ's Sushi Bar,2775 E Skyline Dr,Tucson,AZ,85718,32.3245059279,-110.9318548813,4.0,18,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'GoodForKids': 'True', 'BikeParking': 'True', 'Caters': 'True', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsPriceRange2': '1', 'WiFi': ""'free'"", 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""'none'"", 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'False', 'HappyHour': 'True', 'NoiseLevel': ""'average'"", 'OutdoorSeating': 'True', 'HasTV': 'True', 'RestaurantsDelivery': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}""}","Sushi Bars, Mexican, Restaurants","{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-20:0', 'Sunday': '10:0-20:0'}"
696,82458,akgvypN1SZhmNzGRHApejQ,The Overlook Restaurant,10555 N La Cañada Dr,Oro Valley,AZ,85737,32.4020206691,-110.9983530269,4.0,17,1,"{'RestaurantsPriceRange2': '3', 'HappyHour': 'True', 'WiFi': ""u'free'"", 'HasTV': 'True', 'RestaurantsTableService': 'True', 'Caters': 'False', 'DogsAllowed': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'False', 'BikeParking': 'True', 'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'full_bar'"", 'WheelchairAccessible': 'True', 'OutdoorSeating': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}""}","Golf, Active Life, Tennis, Wedding Planning, Cocktail Bars, American (New), American (Traditional), Restaurants, Nightlife, Venues & Event Spaces, Event Planning & Services, Bars","{'Monday': '11:0-16:0', 'Tuesday': '11:0-16:0', 'Wednesday': '11:0-16:0', 'Thursday': '11:0-18:0', 'Friday': '11:0-18:0', 'Saturday': '11:0-18:0', 'Sunday': '11:0-18:0'}"
699,37209,rApszehZejreNYb4yymzTw,Banner - University Medical Center Tucson Cafeteria,1501 N Campbell Ave,Tucson,AZ,85724,32.241083,-110.945322,3.5,24,1,"{'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""'average'"", 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '1', 'Alcohol': ""u'none'"", 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'False', 'RestaurantsReservations': 'False', 'OutdoorSeating': 'True', 'HasTV': 'False', 'BusinessAcceptsBitcoin': 'False', 'BikeParking': 'True', 'Caters': 'False', 'RestaurantsDelivery': 'False', 'Ambience': ""{'touristy': None, 'hipster': None, 'romantic': None, 'divey': False, 'intimate': None, 'trendy': None, 'upscale': None, 'classy': False, 'casual': None}"", 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': True, 'valet': True}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}""}","Food, Restaurants, American (Traditional), Cafes, Cafeteria","{'Monday': '6:30-0:0', 'Tuesday': '6:30-0:0', 'Wednesday': '6:30-0:0', 'Thursday': '6:30-0:0', 'Friday': '6:30-0:0', 'Saturday': '6:30-0:0', 'Sunday': '6:30-0:0'}"
700,58947,Trbe4JX-oLHrrVVPcv0wog,Broussard's,819 Conti St,New Orleans,LA,70112,29.956633,-90.068074,4.0,653,1,"{'RestaurantsDelivery': 'False', 'BikeParking': 'False', 'Caters': 'True', 'RestaurantsTakeOut': 'False', 'Alcohol': ""u'full_bar'"", 'HasTV': 'False', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'False', 'RestaurantsPriceRange2': '3', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'True', 'OutdoorSeating': 'True', 'RestaurantsAttire': ""u'dressy'"", 'HappyHour': 'True', 'DogsAllowed': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': True, 'classy': True, 'casual': False}"", 'NoiseLevel': ""'average'"", 'BusinessAcceptsBitcoin': 'False', 'RestaurantsTableService': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': True, 'lot': False, 'valet': True}"", 'WiFi': ""u'free'"", 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': None, 'dinner': True, 'brunch': True, 'breakfast': None}""}","Seafood, French, Restaurants, Venues & Event Spaces, Event Planning & Services, Cajun/Creole","{'Thursday': '17:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '10:0-17:0'}"
702,72024,loJUJg7ahGYga3EmLabiOA,Rally's,3555 General De Gaulle Dr,New Orleans,LA,70114,29.9246075,-90.0218811,2.0,10,1,"{'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'none'"", 'Caters': 'False', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}""}","Sandwiches, Restaurants, Fast Food, Burgers","{'Monday': '10:0-3:0', 'Tuesday': '10:0-3:0', 'Wednesday': '10:0-3:0', 'Thursday': '10:0-3:0', 'Friday': '10:0-5:0', 'Saturday': '10:0-5:0', 'Sunday': '10:0-3:0'}"
703,111041,3nYIq4THGUOgQCAF-mkd7w,Mayas,2027 Magazine St,New Orleans,LA,70130,29.9306879,-90.0752968,4.0,258,1,"{'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'full_bar'"", 'WiFi': ""u'free'"", 'BikeParking': 'True', 'GoodForKids': 'False', 'RestaurantsReservations': 'True', 'RestaurantsAttire': ""u'casual'"", 'Caters': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'BusinessAcceptsBitcoin': 'False', 'RestaurantsDelivery': 'None', 'HappyHour': 'True'}","Latin American, Restaurants, Cuban, Event Planning & Services, Mexican, Spanish, Caribbean, Venues & Event Spaces, Cajun/Creole","{'Wednesday': '16:0-21:0', 'Thursday': '16:0-21:0', 'Friday': '12:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-20:0'}"
704,12312,f43AIP_4AV2XSng0_LXI_A,Waffle House,2631 General Degaulle Dr,New Orleans,LA,70114,29.9285279,-90.0314964,3.0,31,1,"{'RestaurantsDelivery': 'False', 'BikeParking': 'True', 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'False', 'RestaurantsReservations': 'False', 'HasTV': 'False', 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'none'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""'no'"", 'Caters': 'False', 'RestaurantsTableService': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': True, 'breakfast': False}""}","Breakfast & Brunch, American (Traditional), Diners, Restaurants, American (New), Waffles","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
705,106951,pSgZ6x48zgkbWucfzswkzg,Nomiya,4226 Magazine St,New Orleans,LA,70115,29.9208153,-90.0998143,4.5,258,1,"{'NoiseLevel': ""u'average'"", 'DogsAllowed': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'Caters': 'False', 'HasTV': 'False', 'RestaurantsReservations': 'False', 'BikeParking': 'True', 'GoodForKids': 'False', 'BusinessAcceptsBitcoin': 'False', 'HappyHour': 'False', 'RestaurantsGoodForGroups': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': False}"", 'WheelchairAccessible': 'False', 'RestaurantsTableService': 'True', 'Ambience': ""{u'divey': False, u'hipster': True, u'casual': True, u'touristy': None, u'trendy': True, u'intimate': None, u'romantic': False, u'classy': False, u'upscale': False}"", 'WiFi': ""u'no'"", 'OutdoorSeating': 'None', 'Alcohol': ""u'none'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsDelivery': 'None', 'RestaurantsTakeOut': 'None'}","Soul Food, Asian Fusion, Noodles, Restaurants, Japanese, Ramen","{'Monday': '0:0-0:0', 'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-21:0', 'Friday': '11:30-21:0', 'Saturday': '11:30-21:0', 'Sunday': '11:30-21:0'}"
706,48094,pKvKZCB0fq4KgtK2Pc0yaQ,Budsi's Authentic Thai,1760 N Rampart St,New Orleans,LA,70116,29.9671241,-90.061564,4.5,110,1,"{'OutdoorSeating': 'True', 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsPriceRange2': '2', 'Ambience': ""{u'divey': None, u'hipster': None, u'casual': None, u'touristy': None, u'trendy': True, u'intimate': None, u'romantic': None, u'classy': False, u'upscale': None}"", 'HappyHour': 'True', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': True, u'lot': None, u'validated': None}""}","Soup, Bars, Noodles, Nightlife, Seafood, Restaurants, Thai","{'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}"
707,106764,9wFFQUCn1j35CYea_dqhsg,la Madeleine French Bakery & Cafe,601 S Carrollton Ave,New Orleans,LA,70118,29.9430657,-90.1336857,3.0,146,1,"{'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsGoodForGroups': 'False', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'BikeParking': 'True', 'OutdoorSeating': 'True', 'HasTV': 'False', 'Caters': 'True', 'RestaurantsAttire': ""'casual'"", 'NoiseLevel': ""u'average'"", 'DogsAllowed': 'False', 'BusinessAcceptsBitcoin': 'False', 'Alcohol': ""u'none'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': True}"", 'WheelchairAccessible': 'True', 'RestaurantsTableService': 'False', 'HappyHour': 'False', 'RestaurantsDelivery': 'True'}","Food, Coffee & Tea, Restaurants, Cafes, Breakfast & Brunch, Specialty Food, Sandwiches, Fruits & Veggies, Bakeries, Event Planning & Services, Caterers","{'Monday': '0:0-0:0', 'Tuesday': '7:0-21:0', 'Wednesday': '7:0-21:0', 'Thursday': '7:0-21:0', 'Friday': '7:0-21:0', 'Saturday': '7:0-21:0', 'Sunday': '7:0-21:0'}"
708,10486,W5jnx-8xydXZzG_vT5VxGQ,Subway,"2222 Clearview Pkwy, Ste D",Metairie,LA,70001,29.994921,-90.1834077599,2.0,7,1,"{'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'False', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'True'}","Specialty Food, Food, Sandwiches, Fruits & Veggies, Fast Food, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '9:0-21:0', 'Sunday': '9:0-21:0'}"
709,10310,VCjvaX_78oEKG3I9oTJEag,Fair Grinds Coffee House,3133 Ponce De Leon St,New Orleans,LA,70119,29.9805971,-90.0841403,4.0,161,1,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'True', 'WiFi': ""'free'"", 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'Caters': 'False'}","Coffee & Tea, Restaurants, Food","{'Monday': '6:30-13:0', 'Tuesday': '6:30-13:0', 'Wednesday': '6:30-13:0', 'Thursday': '6:30-13:0', 'Friday': '6:30-15:0', 'Saturday': '6:30-15:0', 'Sunday': '6:30-15:0'}"
711,112863,mhI0-30BOKtoWNmUJw21Ig,The Station Coffee Shop & Bakery,4400 Bienville St,New Orleans,LA,70119,29.9785491138,-90.1029260829,4.5,106,1,"{'WiFi': ""'free'"", 'Alcohol': ""u'none'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '1', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}"", 'RestaurantsGoodForGroups': 'False', 'RestaurantsTableService': 'False', 'GoodForKids': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'NoiseLevel': ""u'quiet'"", 'RestaurantsDelivery': 'False', 'HasTV': 'True'}","Food, Bakeries, Coffee & Tea, Breakfast & Brunch, Restaurants","{'Monday': '6:30-18:0', 'Tuesday': '6:30-18:0', 'Wednesday': '6:30-18:0', 'Thursday': '6:30-18:0', 'Friday': '6:30-18:0', 'Saturday': '7:30-17:0', 'Sunday': '7:30-17:0'}"
712,57924,DeDdP6romcTQiTIM29GwyA,Westside Lanes,3715 Westbank Expwy,Harvey,LA,70058,29.8973218,-90.0889202,2.5,30,1,"{'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'HappyHour': 'True', 'HasTV': 'True', 'WheelchairAccessible': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTableService': 'True', 'BikeParking': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'BYOB': 'False', 'Smoking': ""u'outdoor'"", 'Alcohol': ""'full_bar'"", 'OutdoorSeating': 'False', 'GoodForKids': 'True', 'GoodForDancing': 'False', 'BusinessAcceptsBitcoin': 'False', 'WiFi': ""u'free'"", 'DogsAllowed': 'False', 'CoatCheck': 'False', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsTakeOut': 'True'}","Bars, Diners, Nightlife, Bowling, Event Planning & Services, Active Life, Restaurants, Sports Bars, Party & Event Planning","{'Monday': '0:0-0:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '13:0-20:0'}"
713,50438,6C0IhZMfk7mhpjTBcdsX1g,Lakeview Brew Coffee Cafe,5606 Canal Blvd,New Orleans,LA,70124,29.9921184,-90.1099872,4.0,61,1,"{'RestaurantsDelivery': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '2', 'Caters': 'True', 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""u'free'"", 'BikeParking': 'True', 'OutdoorSeating': 'True', 'HappyHour': 'False', 'WheelchairAccessible': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTableService': 'False', 'GoodForKids': 'True', 'Alcohol': ""u'none'"", 'DogsAllowed': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Corkage': 'False', 'BusinessAcceptsBitcoin': 'False', 'NoiseLevel': ""u'average'"", 'BYOB': 'True'}","Breakfast & Brunch, Restaurants, Cafes, Coffee & Tea, American (Traditional), Desserts, Food","{'Monday': '0:0-0:0', 'Tuesday': '7:0-14:0', 'Wednesday': '7:0-15:0', 'Thursday': '7:0-15:0', 'Friday': '7:0-15:0', 'Saturday': '7:0-15:0'}"
714,17227,YBFuCp16mq4Q4UF7Zfg2Vw,Barracuda,446 Pelican Ave,New Orleans,LA,70114,29.9533436426,-90.0513539346,4.5,19,1,"{'RestaurantsTakeOut': 'True', 'ByAppointmentOnly': 'False', 'OutdoorSeating': 'True', 'WiFi': ""u'free'"", 'BestNights': ""{u'monday': False, u'tuesday': False, u'wednesday': False, u'thursday': False, u'friday': False, u'saturday': False, u'sunday': False}"", 'WheelchairAccessible': 'True', 'Ambience': ""{u'divey': False, u'hipster': None, u'casual': None, u'touristy': None, u'trendy': None, u'intimate': None, u'romantic': None, u'classy': None, u'upscale': None}"", 'RestaurantsTableService': 'True', 'GoodForKids': 'True', 'RestaurantsDelivery': 'False'}","Tacos, Restaurants, Mexican, Bars, Nightlife, Cocktail Bars","{'Monday': '0:0-0:0', 'Tuesday': '11:30-20:0', 'Wednesday': '11:30-20:0', 'Thursday': '11:30-20:0', 'Friday': '11:30-20:0', 'Saturday': '12:0-20:0', 'Sunday': '11:30-20:0'}"
716,25777,95wGKAlQCaupsZGuaLkP7g,Chicken’s Kitchen,629 Derbigny St,Gretna,LA,70053,29.9124388,-90.0645131,5.0,34,1,"{'RestaurantsDelivery': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True'}","Food, Chicken Wings, Cajun/Creole, Caterers, Event Planning & Services, Restaurants, Soul Food, American (New), Seafood","{'Monday': '10:30-15:0', 'Tuesday': '10:30-15:0', 'Wednesday': '10:30-15:0', 'Thursday': '10:30-15:0', 'Friday': '10:30-15:0'}"
717,63469,6jKFWxE2fJIhfwbYgwqcfg,Barcelona Tapas,720 Dublin St,New Orleans,LA,70118,29.9450458376,-90.1340996944,4.5,118,1,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'OutdoorSeating': 'True', 'RestaurantsAttire': ""u'casual'"", 'BikeParking': 'True', 'RestaurantsDelivery': 'False', 'HasTV': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '2', 'Caters': 'True', 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BusinessAcceptsCreditCards': 'True', 'Corkage': 'True', 'HappyHour': 'False', 'WheelchairAccessible': 'True', 'RestaurantsTableService': 'True', 'GoodForKids': 'True', 'BYOB': 'False', 'WiFi': ""u'free'"", 'Ambience': ""{u'divey': False, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': False, u'intimate': None, u'romantic': True, u'classy': True, u'upscale': None}""}","Restaurants, Tapas/Small Plates, Spanish","{'Thursday': '17:30-22:0', 'Friday': '17:30-22:0', 'Saturday': '17:30-22:0', 'Sunday': '17:30-21:0'}"
719,105081,mM4--pwCB_N0vwuGpytR2g,IHOP,5025 Lapalco Blvd,Marrero,LA,70072,29.874471,-90.100269,1.5,27,1,"{'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'False', 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'False', 'GoodForKids': 'True', 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'Caters': 'False', 'BikeParking': 'False', 'NoiseLevel': ""'loud'"", 'ByAppointmentOnly': 'False', 'CoatCheck': 'False', 'WiFi': ""'no'"", 'HappyHour': 'False', 'RestaurantsPriceRange2': '1', 'GoodForMeal': ""{u'breakfast': True, u'brunch': None, u'lunch': None, u'dinner': None, u'latenight': None, u'dessert': None}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Ambience': ""{u'divey': False, u'hipster': False, u'casual': True, u'touristy': None, u'trendy': None, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': None}"", 'RestaurantsDelivery': 'True'}","Restaurants, American (New), American (Traditional), Breakfast & Brunch, Burgers","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
720,86644,hO7jZfv8etGSfuhDsKavLg,Waffle House,559 Behrman Hwy,Terrytown,LA,70056,29.903236,-90.01811,2.5,36,1,"{'Caters': 'False', 'BikeParking': 'False', 'WiFi': ""u'no'"", 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'Alcohol': ""u'none'"", 'RestaurantsPriceRange2': '1', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'HasTV': 'False', 'RestaurantsAttire': ""u'casual'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'NoiseLevel': ""u'average'""}","American (Traditional), Waffles, Diners, Restaurants, American (New), Breakfast & Brunch","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
721,2146,qejPFPUKiIXvHJ4BirgLUw,Rally's,2201 S. Claiborne Ave.,New Orleans,LA,70125,29.9452593,-90.0906756,1.5,13,1,"{'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'"", 'RestaurantsDelivery': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsAttire': ""'casual'"", 'HasTV': 'True', 'Caters': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'Alcohol': ""'none'"", 'RestaurantsPriceRange2': '1', 'NoiseLevel': ""u'average'"", 'OutdoorSeating': 'True', 'BikeParking': 'False'}","Restaurants, Burgers, Fast Food","{'Monday': '10:0-4:0', 'Tuesday': '10:0-4:0', 'Wednesday': '10:0-4:0', 'Thursday': '10:0-5:0', 'Friday': '10:0-6:0', 'Saturday': '10:0-6:0', 'Sunday': '10:0-4:0'}"
