,Unnamed: 0,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours,total_hrs
666,50432,ewv_qVqj8oNG6KQITZ-Ebg,East Buffet,75 W River Rd,Tucson,AZ,85704,32.2971199,-110.9747265,3.0,39,0,"{'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WheelchairAccessible': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsBitcoin': 'False', 'WiFi': ""'no'"", 'RestaurantsDelivery': 'False', 'Caters': 'True', 'RestaurantsPriceRange2': '2', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'quiet'"", 'HasTV': 'True', 'BikeParking': 'False', 'RestaurantsTableService': 'True', 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsReservations': 'True'}","Chinese, Buffets, Diners, Restaurants, Asian Fusion","{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-21:30', 'Saturday': '11:0-21:30', 'Sunday': '11:0-21:30'}",73.5
667,62542,rIlZr8MAVPwGRCFSqrn9iQ,Tito's Cafe,2027 S Craycroft Rd,Tucson,AZ,85711,32.1983146667,-110.8745117188,4.0,9,0,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'free'"", 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}""}","Salad, Restaurants, Sandwiches, Breakfast & Brunch, Burgers","{'Monday': '6:30-14:0', 'Tuesday': '6:30-14:0', 'Wednesday': '6:30-14:0', 'Thursday': '6:30-14:0', 'Friday': '6:30-14:0', 'Saturday': '6:30-14:0', 'Sunday': '6:30-14:0'}",59.5
669,110408,QFbKCvNM-RDAXgneleHG2A,The Good Egg - Fiesta,5055 N Oracle Rd,Tucson,AZ,85704,32.2978963,-110.9796853,3.5,84,0,"{'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'BikeParking': 'True', 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'average'"", 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'False', 'OutdoorSeating': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'GoodForKids': 'True', 'Caters': 'False', 'Alcohol': ""u'none'"", 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'free'"", 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True'}","Breakfast & Brunch, Restaurants, Cafes, Diners","{'Monday': '6:30-14:30', 'Tuesday': '6:30-14:30', 'Wednesday': '6:30-14:30', 'Thursday': '6:30-14:30', 'Friday': '6:30-14:30', 'Saturday': '6:30-14:30', 'Sunday': '6:30-14:30'}",56.0
671,123357,kgUfcotKrs1nSzApZ9uZTA,Checkerboard Cafe,2261 N Oracle Rd,Tucson,AZ,85705,32.24886,-110.978674,4.0,10,0,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'GoodForKids': 'True'}","Breakfast & Brunch, Restaurants","{'Monday': '6:0-15:0', 'Tuesday': '6:0-15:0', 'Wednesday': '6:0-15:0', 'Thursday': '6:0-15:0', 'Friday': '6:0-15:0', 'Saturday': '6:0-15:0', 'Sunday': '6:0-14:0'}",62.0
680,37270,cyBml_LL3l9p_gGyEH0JoA,CakeLab,402 E 4th St,Tucson,AZ,85705,32.230609,-110.965437,5.0,5,0,"{'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True'}","Restaurants, Gluten-Free, Desserts, Food","{'Tuesday': '9:0-16:0', 'Wednesday': '9:0-16:0', 'Thursday': '9:0-16:0', 'Friday': '9:0-16:0', 'Saturday': '10:0-17:0'}",35.0
681,1299,Vf1je11xO_8RtFeBUiV2tg,Golden China Restaurant,7018 E Golf Links Rd,Tucson,AZ,85730,32.1907202,-110.8436457,3.5,13,0,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'NoiseLevel': ""u'average'"", 'Caters': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'RestaurantsDelivery': 'True', 'WiFi': ""u'no'"", 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'True', 'OutdoorSeating': 'False', 'GoodForKids': 'True'}","Restaurants, Chinese","{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '12:0-21:30'}",73.5
683,78847,z67ktHxCJ3-Ebs3zooegSg,Rincon Market,2513 E 6th St,Tucson,AZ,85716,32.2281936,-110.9348766,3.5,215,0,"{'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'HasTV': 'True', 'BikeParking': 'True', 'WiFi': ""u'free'"", 'NoiseLevel': ""u'average'"", 'Alcohol': ""u'beer_and_wine'"", 'HappyHour': 'True', 'RestaurantsTableService': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': False}"", 'DogsAllowed': 'False', 'Caters': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'WheelchairAccessible': 'True', 'RestaurantsPriceRange2': '2', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'BusinessAcceptsBitcoin': 'False'}","Event Planning & Services, Caterers, Delis, Specialty Food, Seafood Markets, Bakeries, Grocery, Food, Restaurants","{'Monday': '7:0-21:0', 'Tuesday': '7:0-21:0', 'Wednesday': '7:0-21:0', 'Thursday': '7:0-21:0', 'Friday': '7:0-21:0', 'Saturday': '7:0-20:0', 'Sunday': '7:0-21:0'}",97.0
684,41324,7h7LKtSIy6Vac6CmjbK6Pw,Mama Carey's Kitchen & Catering,501 N Park Ave,Tucson,AZ,85719,32.228157,-110.956857,3.5,13,0,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'Caters': 'True', 'RestaurantsDelivery': 'True'}","Event Planning & Services, Restaurants, Caterers, Chicken Wings, Southern","{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '9:0-21:0', 'Sunday': '9:0-13:0'}",76.0
685,30447,OVKPUDmoS8me5BehMg-n8g,Whata Burro,S 12th Avenue And W Irvington Rd,Tucson,AZ,85714,32.163214,-110.9775075,4.5,56,0,"{'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""'none'"", 'RestaurantsPriceRange2': '1', 'RestaurantsTableService': 'False', 'RestaurantsReservations': 'False', 'OutdoorSeating': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True', 'WiFi': ""u'no'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsAttire': ""'casual'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'HasTV': 'False', 'Caters': 'False', 'NoiseLevel': ""u'average'""}","Restaurants, Food Trucks, Food, Mexican","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-1:0', 'Saturday': '11:0-1:0', 'Sunday': '5:0-22:0'}",89.0
692,21037,aDL_KdxbDRT5s51Jtn9V5g,Charro del Rey,178 E Broadway Blvd,Tucson,AZ,85701,32.221064,-110.967489,4.0,223,0,"{'RestaurantsReservations': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'RestaurantsTableService': 'True', 'WheelchairAccessible': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'DriveThru': 'False', 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': None}"", 'DogsAllowed': 'False', 'BikeParking': 'True', 'Caters': 'True', 'BYOB': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'WiFi': ""u'free'"", 'Alcohol': ""u'full_bar'"", 'RestaurantsPriceRange2': '2', 'HappyHour': 'True', 'NoiseLevel': ""u'average'"", 'BusinessAcceptsCreditCards': 'True', 'Corkage': 'False', 'GoodForKids': 'False', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsDelivery': 'False', 'HasTV': 'True'}","Mexican, Restaurants, Seafood","{'Thursday': '15:0-21:0', 'Friday': '15:0-21:0', 'Saturday': '15:0-21:0', 'Sunday': '15:0-21:0'}",24.0
695,20515,aHKS3ADo2GXEpKqhm3AOBw,Potbelly Sandwich Shop,4022 N Oracle Rd,Tucson,AZ,85705,32.279735,-110.97779,4.0,50,0,"{'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'HasTV': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""'average'"", 'OutdoorSeating': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Alcohol': ""'none'"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsDelivery': 'True', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True', 'DriveThru': 'False', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""'free'""}","Restaurants, Sandwiches, Salad, Delis, Fast Food, Soup","{'Monday': '11:0-19:0', 'Tuesday': '11:0-19:0', 'Wednesday': '11:0-19:0', 'Thursday': '11:0-15:0', 'Friday': '11:0-19:0', 'Saturday': '11:0-19:0', 'Sunday': '11:0-19:0'}",52.0
697,78425,SKW1yT0_I6pgsEAIK0CeJw,Chinese Combo,9040 E Valencia Rd,Tucson,AZ,85747,32.1183763,-110.7987595,3.5,21,0,"{'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'HasTV': 'True', 'OutdoorSeating': 'False', 'Alcohol': ""u'beer_and_wine'"", 'BikeParking': 'True', 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'True', 'RestaurantsReservations': 'True', 'WiFi': ""u'no'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'NoiseLevel': ""u'average'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True'}","Restaurants, Chinese, Sushi Bars, Vietnamese","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}",70.0
698,36774,cmCcPWJtdRROb4n8QNljww,Brooklyn Rolls,1628 E 6th St,Tucson,AZ,85719,32.2275376,-110.9473222,4.0,40,0,"{'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'True', 'RestaurantsTableService': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BikeParking': 'True', 'Caters': 'True', 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'full_bar'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsReservations': 'True', 'RestaurantsDelivery': 'True', 'WiFi': ""u'free'"", 'BusinessParking': 'None', 'OutdoorSeating': 'True'}","Italian, Delis, Restaurants, Breakfast & Brunch","{'Monday': '7:0-19:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-19:0', 'Saturday': '7:0-19:0', 'Sunday': '7:0-19:0'}",84.0
701,98986,lAV4xwSqt4hjhkqY3NZlOQ,Creole Carre',208-10 Bourbon St,New Orleans,LA,70130,29.9549384,-90.0689358,4.0,50,0,"{'Ambience': ""{'touristy': True, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'HasTV': 'True', 'NoiseLevel': ""u'average'"", 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': False}"", 'RestaurantsPriceRange2': '2', 'Alcohol': ""u'full_bar'"", 'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'False', 'HappyHour': 'True', 'RestaurantsDelivery': 'False', 'WiFi': ""'no'"", 'BikeParking': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsTableService': 'True'}","Italian, Restaurants, Cajun/Creole, Seafood","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-1:0', 'Saturday': '11:0-1:0', 'Sunday': '11:0-23:0'}",89.0
710,35908,WIbqJf5SRM6wxLeR-_hMnA,Bella Café,3156 Barataria Blvd,Marrero,LA,70072,29.84637,-90.1196406,3.5,35,0,"{'NoiseLevel': ""'average'"", 'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsDelivery': 'None', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'Alcohol': ""'full_bar'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsTableService': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'WheelchairAccessible': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'True'}","Wraps, Coffee & Tea, Food, Restaurants, Cafes, American (New), Cajun/Creole","{'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '8:0-22:0', 'Sunday': '8:0-16:0'}",63.0
715,76885,Z5YZ41V9BHjoJhhfw296Bg,Jerusalem Market & Deli,2544 Williams Blvd,Kenner,LA,70062,30.0025550276,-90.2407886088,4.0,25,0,"{'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'HasTV': 'True', 'WiFi': ""'no'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'none'"", 'RestaurantsReservations': 'False'}","Imported Food, Meat Shops, Halal, Grocery, Delis, Specialty Food, Restaurants, Ethnic Food, Food, Mediterranean","{'Monday': '8:0-22:0', 'Tuesday': '8:0-22:0', 'Wednesday': '8:0-22:0', 'Thursday': '8:0-22:0', 'Friday': '8:0-22:0', 'Saturday': '8:0-22:0', 'Sunday': '10:0-20:0'}",94.0
718,65036,mCRa6o1eEVQr1bqV4Wy6KQ,The Blind Pelican,1628 St Charles Ave,New Orleans,LA,70130,29.9375996,-90.0760819,3.0,901,0,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Alcohol': ""u'full_bar'"", 'HasTV': 'True', 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""u'loud'"", 'RestaurantsDelivery': 'False', 'BikeParking': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'GoodForKids': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': ""'no'"", 'Caters': 'False', 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'True', 'CoatCheck': 'False', 'RestaurantsReservations': 'None', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}"", 'HappyHour': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsTableService': 'True', 'GoodForDancing': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}""}","Nightlife, Restaurants, Bars, Seafood, Mexican, American (New)","{'Monday': '14:0-0:0', 'Tuesday': '14:0-0:0', 'Wednesday': '14:0-0:0', 'Thursday': '14:0-2:0', 'Friday': '14:0-2:0', 'Saturday': '14:0-2:0', 'Sunday': '12:0-0:0'}",78.0
724,44462,EExxDfN4Rp_n6dzK_XOoNw,ILYS Bistro,2128 St Claude Ave,New Orleans,LA,70117,29.9684451652,-90.0573416054,3.5,20,0,"{'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '1', 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'Alcohol': ""'none'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'None', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'BikeParking': 'None'}","Southern, Restaurants, Cajun/Creole","{'Monday': '6:0-0:0', 'Tuesday': '6:0-0:0', 'Wednesday': '6:0-0:0', 'Thursday': '6:0-0:0', 'Friday': '6:0-4:0', 'Saturday': '7:0-4:0', 'Sunday': '11:0-0:0'}",128.0
728,2320,xkYOPbA8AL4jcQIN3xveoQ,The Big Cheezy,3232 Williams Blvd,Kenner,LA,70065,30.0154233,-90.2392351,4.0,154,0,"{'GoodForKids': 'True', 'Alcohol': ""u'beer_and_wine'"", 'NoiseLevel': ""'average'"", 'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'WiFi': ""'free'"", 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsTableService': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsReservations': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'HasTV': 'True', 'RestaurantsAttire': ""'casual'"", 'Caters': 'True'}","Restaurants, American (Traditional)","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}",77.0
732,123788,54sTaZXoLAlHJS_cU3HIAg,Tempt,931 Canal St,New Orleans,LA,70112,29.9551983,-90.0714284,3.0,46,0,"{'Caters': 'False', 'GoodForKids': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'dressy'"", 'Alcohol': ""u'full_bar'"", 'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '3', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'WheelchairAccessible': 'True', 'RestaurantsTableService': 'True', 'RestaurantsDelivery': 'None', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'WiFi': ""u'free'"", 'BYOB': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True', 'OutdoorSeating': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': False}"", 'HasTV': 'False'}","Restaurants, Cajun/Creole, Breakfast & Brunch, Southern, Seafood","{'Monday': '8:0-12:0', 'Tuesday': '8:0-12:0', 'Wednesday': '8:0-12:0', 'Thursday': '8:0-12:0', 'Friday': '9:0-17:0', 'Saturday': '7:0-14:0', 'Sunday': '7:0-14:0'}",38.0
733,74816,XhcN8txqlL1Qr4mCi5w6-w,Las Cazuelas Mexican Grill,2766 Belle Chasse Hwy,Terrytown,LA,70056,29.8826901559,-90.0240313835,3.0,11,0,"{'RestaurantsDelivery': 'None', 'RestaurantsAttire': ""'casual'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'HappyHour': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HasTV': 'True', 'OutdoorSeating': 'True', 'WiFi': ""'no'"", 'Alcohol': ""'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'True', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True'}","Mexican, Restaurants","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}",79.0
734,46490,-_WRjUCVv64YANhed_JGVQ,The Howling Pepper,109 St Rose Ave,Saint Rose,LA,70087,29.94585,-90.316801,4.5,13,0,"{'RestaurantsGoodForGroups': 'True', 'BusinessParking': 'None', 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'False', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'HasTV': 'True', 'BikeParking': 'True', 'WiFi': ""'free'"", 'Caters': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'NoiseLevel': ""'average'""}","Burgers, Restaurants, Sandwiches","{'Monday': '10:30-20:30', 'Tuesday': '10:30-20:30', 'Wednesday': '10:30-20:30', 'Thursday': '10:30-20:30', 'Friday': '10:30-21:0', 'Saturday': '10:30-20:30'}",61.5
747,55318,lYUkQg8eAQi_tSGs3tzRVg,Tava,801 Magazine St,New Orleans,LA,70130,29.9451250456,-90.0693954259,4.5,66,0,"{'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsTakeOut': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'HasTV': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Indian, Restaurants","{'Monday': '12:0-19:0', 'Wednesday': '12:0-19:0', 'Thursday': '12:0-19:0', 'Friday': '12:0-19:0', 'Saturday': '12:0-19:0', 'Sunday': '12:0-19:0'}",42.0
